User Type,Username,Date,Text
,mercury001,2011-05-08T18:59Z,nxt upload...?
,joej191,2011-05-08T21:58Z,"Thank You ! 
Todays todo list is dl then Seed For a MONTH !"
,rakiem,2011-05-09T05:43Z,"+1

thanks ..;)

waitin for LOTR extd...."
,jbwckz,2011-05-09T06:58Z,oceans series
,billylopez,2011-05-10T03:43Z,"thankyou Mr KickAss

Ur downloads are always awesome :)"
,filechecker94,2011-05-17T04:11Z,can someone give me the subtitle link?
,redched,2011-06-05T18:04Z,"Great quality and size!
A-9
V-9"
,randernaut1,2011-06-12T09:53Z,"V: 2
A: 9

Dismal quality. Blocky picture with a grainy 240p touch. You'll have more enjoyment watching it streamed on Youtube than dl:ing this POS. 

A huge FU to the people who gave it a thumbs up. You're either retarded, related or both."
,lefrroy,2011-07-05T11:53Z,"
mkv not mp4,  HQ BluRay, 150min here

http://www.fil
eserve.com/file/RWvU4nM/dkidtrans2.Ganool.com.mkv"
,lefrroy,2011-07-05T11:53Z,"
eng srt  http://www.ope
nsubtitles.net/en/opensubtitles-player.peciv/4193186"
,n8oog,2011-08-03T18:43Z,"Thanks for sharing, but the video quality is a bit poor .. there's a lot of artifacts. i've to agree with randernaut1 on this one."
,yokopoko,2011-08-05T09:49Z,"hey this is not 720p.neither it looks hd. 
sound is also very creeky. i like all kickass torrents except for this one. one who doesnt bother quality can download this torrent. -1"
,twoapp,2011-10-11T08:52Z,"please uploaders, please do not put misleading headings. Esepcailly when a person has put all his/her effort into downloading it and realising its all blurry. :P"
,mojowoikin,2012-06-10T05:22Z,Thanks for the upload!
,mojowoikin,2012-06-10T07:44Z,"Well after full viewing now i can see there are artifacts, some places worse than others. overall vid quality is about 7 "
