User Type,Username,Date,Text
,BigSplash,2011-09-15T16:31Z,"Excellent! Truly 320kbps!

Thanks!

Will Seed!"
,Ashleynin,2011-09-25T12:32Z,thanks there :
[T],L3G3ND,2011-09-25T19:26Z,YW! ; )
,vladimirrh,2011-09-29T21:58Z,"thanks ..
was looking only for the single"
,term0117,2011-10-28T11:48Z,Buy this album its too good. Also listen to the song Chin Music for the unsuspectin. Its by them!
[V],blaze69,2011-12-08T12:40Z,"Ohh Yes , True 320kbps

Thanks PRiME-RG :)"
[T],L3G3ND,2012-01-01T05:00Z,"yw !

Keep on seeding and commenting. I just like it..... ^_^"
,iMozzer,2012-01-02T23:11Z,Thanks. Love this song. Going to buy the album when I get the chance.
,brozala990,2012-01-03T12:17Z,thnkx broda...u rock
,excinity,2012-01-09T08:43Z,thanks for the upload! works great!
,selenacc,2012-01-09T15:49Z,Thank you.
,aldog24,2012-01-16T07:01Z,Thanks!
,dreamdrop111,2012-01-28T08:23Z,my bit torrent stopped working . can anybody help or have any advice? thank you.
,mojeeq,2012-02-15T21:23Z,"your ISP probably blocked you, bit-torrent apps are the easiest to run under any platform..."
,deef1ant,2012-03-21T02:21Z,awesome! thanks thanks!  :D
