Filename,Size,Unit
Back Home/01 - Dirty Kitchen.mp3,4.64,M
Back Home/02 - Good Morning Country Rain.mp3,4.37,M
Back Home/03 - Back Home.mp3,5.66,M
Back Home/04 - Won't Be Long.mp3,5.3,M
Back Home/05 - Love Chooses You.mp3,6.96,M
Back Home/06 - I Know What It Means to be Lonesome.mp3,2.87,M
Back Home/07 - Pretty Lady.mp3,4,M
Back Home/08 - That Old Kind of Love.mp3,5.17,M
Back Home/09 - Fishtrap Joe.mp3,6.15,M
Back Home/10 - Homeless Waltz.mp3,3.84,M
Back Home/11 - Sweetest Gift.mp3,5,M
Back Home/12 - Her Memory's Bound to Ride.mp3,3.18,M
Back Home/Back Home (1).jpg,34.59,K
Back Home/Back Home (2).jpg,31.57,K
Follow Me/01 - Mollasses.mp3,3.4,M
Follow Me/02 - Go On Home.mp3,5,M
Follow Me/03 - Follow Me.mp3,2.66,M
Follow Me/04 - Sweet Pea.mp3,8.2,M
Follow Me/05 - Deep River Blues.mp3,3.89,M
Follow Me/06 - Just Stay.mp3,6.79,M
Follow Me/07 - Easier Days.mp3,5.4,M
Follow Me/08 - Village Idiot.mp3,3.4,M
Follow Me/09 - The Most Lonely.mp3,4.47,M
Follow Me/10 - The Blackest Crow.mp3,4.96,M
Follow Me/11 - Little Bird.mp3,4.83,M
Follow Me/12 - Sold My Soul to An Angel.mp3,3.5,M
Follow Me/Follow Me (1).jpg,11.88,K
Follow Me/Follow Me (2).jpg,60.41,K
Only Time Knows/01 - True Life Begins.mp3,3.02,M
Only Time Knows/02 - Boston Boy.mp3,3.99,M
Only Time Knows/03 - When You Say Nothing At All.mp3,5.52,M
Only Time Knows/04 - Wheel Hoss.mp3,3.89,M
Only Time Knows/05 - Lonesome City.mp3,5.71,M
Only Time Knows/06 - Sittin' Alone in the Moonlight.mp3,4.49,M
Only Time Knows/07 - Telluride.mp3,3.24,M
Only Time Knows/08 - Only Time Knows.mp3,3.56,M
Only Time Knows/09 - Everyday I Have to Cry.mp3,3.42,M
Only Time Knows/10 - In the Palm of Your Hand.mp3,5.21,M
Only Time Knows/11 - I'll Be True.mp3,3.52,M
"Only Time Knows/12 - Cry, Cry Darling.mp3",3.76,M
Only Time Knows/13 - Opus 38.mp3,3.96,M
Only Time Knows/Only Time (1).jpg,10.26,K
Only Time Knows/Only Time (2).jpg,56.37,K
