User Type,Username,Date,Text
,DeedotBo,2011-08-29T05:05Z,comments please?
,yerisan710,2011-08-29T05:20Z,Thor 2011 1080P BRRiP Tabsman
,Undietaker,2011-08-29T10:40Z,Sample is around A5/10 V5/10
,ballsdeep4g63,2011-08-29T13:48Z,"A:9
V:8
very good for a cam. see for yourself "
,toffeeapple2010,2011-08-30T01:45Z,http://www.imdb.com/title/tt1657507/
,Farzin67,2011-08-30T05:19Z,"1139 Seeders and no useful comment!!
I'll comment as soon as done with downloading."
,AriGold45,2011-08-30T07:41Z,"Good quality CAM, very watchable. A little grainy and the audio is quiet and slightly off, like you're hearing it through a tin can. I give it a 7 for a CAM. Great upload, thanks TvTeam!"
,AriGold45,2011-08-30T07:46Z,"Ok, let me clarify, the audio isn't exactly quiet, it may even be a little on the louder side, but it's one of those CAMs where you'll have to turn up the volume because the audio is a little fuzzy and it's hard to hear the dialogue otherwise.  Still a great CAM, I'm very happy with it."
,geertweggen,2011-08-30T07:57Z,aprecciate 
,Dorita45,2011-09-01T08:58Z,Great Movie! Thanks
,J4CK_THE_R1PPER,2011-09-02T06:25Z,Thank you for this movie looks very very good. Sure the quality is nice. Thank you.
,mars696969,2011-09-02T07:19Z,Plot??? whats this about????
,DJJustATip,2011-09-02T07:27Z,"not bad for a cam...great torrent as usual.....anyway you can get 30 minutes or less, cannot find that damn thing anywhere!-thx"
,yellowsupreme,2011-09-02T17:47Z,tvteam yuh done it again good job
,istyy,2011-09-03T02:00Z,"A : 6
V : 9
M : 9
for TS"
,istyy,2011-09-03T02:01Z,"A : 6
V : 9
M : 9
for TS.Great movie, I love it."
,istyy,2011-09-03T02:04Z,"A : 6
V :9
for TS.Great movie"
,PokerPimp,2011-09-04T06:17Z,"Its very watchable, probably an 8 for video and 7 for audio...definitely not high res but far from a cam... more like an old vhs tape...but worth dl..."
,emake04,2011-09-05T01:39Z,Pls seed!!!!
,watbol,2011-09-05T06:50Z,"Very Good, Nice 16:9-WideScreen movie.
Keep up the Good Werk¡!
------------------------------
¿¿¿:·}~ «-{Watbol}-»  * * *
(¥¿¥)"
,blingyyas,2011-09-06T11:57Z,"Audio: 7

Video: 8

Movie: 9"
,bobmtg,2011-09-08T06:16Z,"TvTeam Brings it fast and reliable, and that says a lot! I'll be looking for u from now on.  "
,ashen77,2011-09-09T01:54Z,ok cam but movies to good to watch this crappy quality
,cl0wny,2011-09-11T17:40Z,Amazing film and outstanding quality for a cam.
,row123,2011-09-12T04:14Z,"way better action movie that ive seen in awhile, yah quality is a 5 v 6 a worth it.
"
,magikp,2011-09-12T10:02Z,thanks good copy
,minimof1,2011-09-20T12:39Z,"Average quality on both video and audio, Ok to watch on,laptop (17"") but not on anything bigger IF you care about picture quality. I watched about 10 min. If it's as good as people here have commented, I rather wait for a better version."
,ohtragedy,2011-09-21T23:03Z,"Haven't watched it yet so I can't vouch for quality, but we received a copyright infringement notice and a service block from our internet provider for downloading this file. just warning everyone.
What's the IP blocker thing that everyone uses to avoid this crap?"
,dorcolac,2011-09-24T14:10Z,"A : 5
V : 7
M : 10

Reče YAbba ..."
,Thomasstead88,2011-09-25T00:47Z,"Dissapointing quality..gets really ropey towards the end..And dissapointing movie too, although I'd give her a see-ing to !"
,Thomasstead88,2011-09-25T03:32Z,"poor quality, especially towards the end....And crap movie too..but thanks for allowing me to download it...And I'd give that chick who stars in it a see-ing to..."
,X-Bit,2011-09-27T00:10Z,"With a little tweaking on VLC this is really good stuff!

Many thanks for the upload... a:8 v:8!"
,S-E-A-G-A-T-E-S,2011-09-29T07:23Z,thanks mate!
