Filename,Size,Unit
I Wanna Hold You.mp3,2.56,M
Panjaa Title - Bit.mp3,2.44,M
Anukoneledhuga - Beats.mp3,2.31,M
Ela Ela - Bit.mp3,2.28,M
Panjaa - Kshanam Kshanam.mp3,2.23,M
Kshanam Kshanam - Ringtone.mp3,2.23,M
Veyira Cheyyi - Beats.mp3,2.23,M
Paparayudu - Bit.mp3,2.13,M
Panjaa - Second Teaser.mp3,2.02,M
Panjaa - Title Track [BGM].mp3,1.99,M
Panja Title - Music2.mp3,1.99,M
Ela Ela  - Music.mp3,1.98,M
Panjaa - Ela Ela - Vocal.mp3,1.98,M
Panjaa Title - Music1.mp3,1.8,M
Panjaa - Paparayudu - taravathenti kottu mass beat.mp3,1.46,M
Panjaa - Ela Ela - huae hum - humming.mp3,1.45,M
Panjaa - Touch me.mp3,1.23,M
Panjaa - Veyira Cheyyi Veyira - instrument.mp3,1.22,M
Panjaa - Dailoge.mp3,1.16,M
image-0BA1_4EC8B389.jpg,909.12,K
