User Type,Username,Date,Text
,tonyd79,2011-01-27T17:10Z,forgot ta add serial and crack included
,tonyd79,2011-01-28T11:56Z,could people leave a comment on this one to tell me it worked as i have the game installed already so could you let me know if there are any probs thanks guys 
,titi4141,2011-02-02T11:45Z,how to download leh???
,pyrothrax,2011-02-13T21:16Z,is this the EU or US version? thanks for reply
,tonyd79,2011-02-14T14:12Z,it the eu version mate 
,pyrothrax,2011-02-14T21:28Z,"thanks for your reply
it seem like everyone is stuck at 92.7 ish persent"
,Ronin_Gear,2011-02-14T22:50Z,"So if I may ask, what's the difference between US & EU versions? Compatibility? Gameplay different? Plz comment. Thanx all."
,tonyd79,2011-02-14T23:01Z,cant see why i seeded it for 2 days strait so it might be that other people are not seeding
,tonyd79,2011-02-15T20:04Z,i dont think there is a difference in eu and us versions for pc you can run any of them just on xbox ps3 and all other consoles one runs of pal eu and one runs on ntcs us hope this helps
,Ronin_Gear,2011-02-16T03:05Z,"@ tonyd79:
That helps alot, thanx.  Happy gaming!"
,Ronin_Gear,2011-02-16T03:06Z,"Helps alot thanx.

Happy gaming!"
,royterry,2011-02-21T01:30Z,"can some one plzzzzzzzzzzz upload the RAR version of Need for speed underground 2  . Wt this version,it is very easy to download and install,you just download,unra,over write language folder and play...plzzzz some one upload this version 4 me.thanks."
,TheFirebird,2011-02-21T18:28Z,"Please Guys, Seed!
Download Stuck at 92.7%, i will seed forever if i get the 100%!"
,stivensi1,2011-03-02T00:57Z,i like this game :)
,won1024,2011-03-18T12:44Z,"I have a question

What to do if cops are not allowing us to go forward because of access of speed limit in NFS HOT PERSUIT 2

I donât know what to do

I am strucked in there only

Plz help me

My email IDis

hellofriendgaurav@gmail.com"
,Shelba,2011-04-20T18:03Z,The difrence between EU version and US .. is in two cars .. in EU you have Opel Corsa and Peugeot 106... in US you have Acura RSX and Honda civic ... but you can download other cars on nfsPlanet. =)
,supjc,2011-05-28T07:19Z,Please seed. I'm stuck at 92.7%. Been waiting for this download to finish for a week
