Filename,Size,Unit
01 MÃ¥nskensstycke.flac,16.94,M
02 Vilsna FÃ¥glar.flac,14.35,M
03 Ett KÃ¶k Ãr Vackrast.flac,22.16,M
04 Melancolique.flac,16.16,M
05 Kalle Tappinen's Samba.flac,22.13,M
06 Zamba FrÃ¥n Tucaman.flac,15.64,M
07 Vals Till Toots.flac,16.8,M
08 TillÃ¤gnan.flac,24.26,M
09 Fine And Mellow.flac,20.17,M
10 Don't Think Twice It's Allright.flac,14.68,M
11 Comes Love.flac,25.86,M
12 Bucket Of Rain.flac,15,M
Nannie Porres - Till dej 1999 back.jpg,208.92,K
Nannie Porres - Till dej 1999 booklet1.jpg,195.29,K
Nannie Porres - Till dej 1999 booklet2.jpg,254.95,K
Nannie Porres - Till dej 1999 booklet3.jpg,175.08,K
Nannie Porres - Till dej 1999 front.jpg,18.06,K
Till dej.txt,978,B
