Filename,Size,Unit
"Covers/!Presley, Elvis - Elvis Sings; The Wonderful World of Christmas-Back.jpg",1.6,M
"Covers/!Presley, Elvis - Elvis Sings; The Wonderful World of Christmas-Booklet1.jpg",2.78,M
"Covers/!Presley, Elvis - Elvis Sings; The Wonderful World of Christmas-Booklet2.jpg",2.83,M
"Covers/!Presley, Elvis - Elvis Sings; The Wonderful World of Christmas-Booklet3.jpg",2.8,M
"Covers/!Presley, Elvis - Elvis Sings; The Wonderful World of Christmas-Booklet4.jpg",2.77,M
"Covers/!Presley, Elvis - Elvis Sings; The Wonderful World of Christmas-CD.jpg",1.33,M
"Covers/!Presley, Elvis - Elvis Sings; The Wonderful World of Christmas-Front.jpg",1.6,M
"!Presley, Elvis - Elvis Sings; The Wonderful World of Christmas.cue",6.05,K
"!Presley, Elvis - Elvis Sings; The Wonderful World of Christmas.m3u",2.01,K
"!Presley, Elvis - Elvis Sings; The Wonderful World of Christmas.nfo",1.4,K
"!Presley, Elvis - Elvis Sings; The Wonderful World of Christmas.sfv",3.83,K
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 01 - O Come All Ye Faithful.flac",13.82,M
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 02 - First Noel, The.flac",10.27,M
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 03 - On a Snowy Christmas Night.flac",14.37,M
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 04 - Winter Wonderland.flac",13.91,M
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 05 - Wonderful World of Christmas, The.flac",9.92,M
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 06 - It Won't Seem Like Christmas (Without You).flac",14.19,M
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 07 - If I Get Home on Christmas Day.flac",19.76,M
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 08 - I'll Be Home on Christmas Day.flac",16.31,M
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 09 - Holly Leaves and Christmas Trees.flac",11.71,M
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 10 - Merry Christmas, Baby.flac",49.85,M
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 11 - Silver Bells.flac",12.76,M
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 12 - Blue Christmas.flac",16.08,M
"Presley, Elvis - Elvis Sings; The Wonderful World of Christmas - 13 - I'll Be Home On Christmas Day.flac",22.44,M
