User Type,Username,Date,Text
,1c3bl00m,2011-05-28T04:34Z,thnx mate :D
,1c3bl00m,2011-05-28T04:43Z,"hey mate can you upload the following ts version's..???

http://thepiratebay.org/torrent/6378051/Thor_2011_TS_XVID_AC3_HQ_Hive-CM8

http://thepiratebay.org/torrent/6417480/Fast.and.Furious.5.Rio.Heist.2011.NEW.HQ.VIDEO.TS.XviD.AC3.Hive-

if you can please encode them, it will be a big help :D "
,kuttootta,2011-05-28T05:38Z,Many thanks +1.......
,htctouch,2011-05-28T06:20Z,"ur amazing sir.iv downloaded mny of ur torrentz loving em,rips r rly gud in v v affordable size.i hv a req ,can u do d best copy of rango,if yes plz provide d sample too,m dying to watch d movie."
,banukaknight,2011-05-28T08:44Z,"@ 1c3bl00m 
sorry man. as far as i know.. this guy doesn't usually do TC/TS/CAM rips

GREAT rip. 1+"
,hotrod666,2011-05-28T09:17Z,plz upload hall pass with full audio..last 6 mins audio missing from extended ones..
,banukaknight,2011-05-29T08:49Z,"@
NEED to hear it from you.. that which one of these that you are ""NOT willing to do"" any sooner

Hall Pass 2011
Thats What I Am 2011
The Tempest 2011
The Tunnel 2011
Diary Of A Wimpy Kid : Rodrick Rules 2011
pls rply

as i heard.. ""Unknown 2011"" & ""Red Riding Hood 2011"" will be done soon... by StyLishSaLH "
,Life.D.Eath,2011-05-29T12:37Z,thank you for this.. ^^.
,banukaknight,2011-05-29T14:54Z,"for THOSE who are looking for JUST GO WITH IT 2011

pls try 
http://thepiratebay.org/torrent/6413633/Just_Go_With_It_[2011]_450MB_BRRip_x264-RippeR

>> and those who have downloaded it already.. PLEASE SEED.....  
so that StyLishSaLH wont have to worry about doing a rip on that one...

@StyLishSaLH 
hope to see ""That’s What I Am"" on the upcoming list....
looking forward to Unknown... 
have  a nice day"
,banukaknight,2011-05-29T14:58Z,"FACEBOOK:

˜”*°• Hit the 1k tonight •°*”˜

AWSOME!"
,1c3bl00m,2011-05-29T16:36Z,http://thepiratebay.org/torrent/6426520/Thats.What.I.Am.2011.DVDRip.x264_PlutO_
,supcena,2011-05-29T17:45Z,"@banukaknight  -cheers man

@StyLishSaLH -congrats dude ...its all because of your effort and hard work you have so many fans now"
,banukaknight,2011-05-29T22:55Z,HELL YAH!
,Jabdy69,2011-05-30T03:44Z,"Can you please do these two movies:

http://en.wikipedia.org/wiki/Paul_(film)

http://en.wikipedia.org/wiki/Source_Code"
,mx001,2011-06-04T10:36Z,"we received a dmca takedown notice for this torrent, so it can't be downloaded.
WTF is this?"
,missJiaLi,2011-06-18T04:54Z,"FANTASTIC quality...AS ALWAYSSSSSSSSSS!!!
Thank you SO MUCH for movies at this size................if you didn't upload movies at this size, i wouldn't be able to enjoy them, since my connection is too slow to download those 900mb movies!! =P


a: 10
v: 10"
,sundarcse,2011-07-27T05:38Z,"wonderful quality
thanks man"
,SecretSri,2012-04-06T19:37Z,"Great Job Dude! Hats off to You.

U DESERVE SEEDS!"
