User Type,Username,Date,Text
,devj89,2011-09-13T04:11Z,why r u shifting ur fame from scr to pdvd and cam /??
,tpbfan32,2011-09-13T04:17Z,"Never mind, you provide us quality uploads SaM!"
,sex1234,2011-09-13T04:36Z,wth we need DVD SCR :(
,Fgtfgtj,2011-09-13T06:23Z,Sam degrates from bodyguard he uploaded good screener but not like previous releases.sam always give screener at sunday if friday film out.i dont know what happen to him its 4 days gone.
,r_jazz,2011-09-13T07:13Z,bro wht happend?? this time no gud quality.. plz do upload the proper screen...
,frost,2011-09-13T09:15Z,"i dont know why u shifted from dvdscr to pdvd
but still ur uploads are great i is possible that there might be some problems but i wont blame you ...
u were the best and u r the best
......"
,sunil.bhatt,2011-09-13T14:13Z,"hello,any one have a softwear for unlock mobiles.plz sand me on:bhatts16@yahoo.co.uk
                    thanks............"
,vikramc,2011-09-13T16:55Z,thnx a lot. ur u/ls always rock.
,fakeer,2011-09-14T22:36Z,"A: No Idea
V: No Idea
M: 0 (read piece of shit)"
,khansjak,2011-09-15T13:50Z,"check this out 

http://thepiratebay.org/torrent/6675729/Mere_Brother_Ki_Dulhan(Hindi_New_Source)DVDSCR_ESub_mastitorrent"
,tulipbd,2011-09-15T16:17Z,"plzzzzzzz upload ""the girl with yellow boots"" "
