User Type,Username,Date,Text
[V],.Dude.,2011-09-24T01:35Z,thnx :)
,rayzoredge,2011-09-24T11:29Z,thanks SaM
,deepflames,2011-09-25T22:36Z,Thanks sam !!! Downloaded and it's an awsome print
,chinmayd,2011-09-26T18:08Z,"Plz Like DDR's Page On Facebook
fb.com / digitaldesireleasers"
,sameer.ramteke,2011-09-26T21:14Z,thanx bro
,sumitboaz,2011-09-28T23:43Z,"A=10 V=10 M=9
Original English version
Awesome Print. Awesome Movie.
English version much better than the hindi one.
Thanks SaM... :)"
,deepaktaks,2011-09-29T05:22Z,Good Print. Dual Audio(Hinglish)
,Ginlyf,2011-10-28T17:48Z,thanks :)
,mr.Rahul,2011-10-31T13:52Z,"gr8 upload,,,,,...."
,yusufcool,2012-02-09T08:11Z,"thanx a lot man. 
been waiting to watch this for a long time
a/v 10/10"
,kingdakar,2012-05-15T16:47Z,"Guys please seed! It would be appreciated! 

And thanks for the upload Sam!"
