Filename,Size,Unit
01 - Jay-Z - Drop That (Exclusive).mp3,2.23,M
02 - Game - 500 Bars (Dissin Jay-Z).mp3,28.97,M
03 - Vado & Camron - Ill Be True 2 You.mp3,3.61,M
04 - Jadakiss & Stylesp - Yeah I Want That.mp3,2.9,M
05 - Juelz Santanafred Da Godson & Jim Jones - Your Time Is Up.mp3,3.51,M
06 - Lil Wayne - We Go Hard.mp3,3.26,M
07 - Lil Wayne - Freestyle.mp3,1.34,M
08 - Young Jeezypusha T & Kanye West - Amen.mp3,4.95,M
09 - Game - Heavy Artillary.mp3,5.69,M
10 - Beanie Sigel & Meek Mill - Chasin Dreams.mp3,5.66,M
11 - Dj Premier Ft Apathy & Celph Titled - Stop What Ya Doin.mp3,4.92,M
12 - Grafhcrooked I & Emilio Rojas - The League.mp3,4.01,M
13 - Nygz - Last Night.mp3,2.42,M
14 - Haffa - Freestyle.mp3,2.81,M
15 - Big Sean - High.mp3,5.95,M
16 - Jay-Z & Kanye West - No Church.mp3,6.02,M
17 - Stylesprick Ross & Busta Rhymes - Harsh.mp3,5.47,M
18 - Interlude.mp3,473.84,K
19 - Beanie Sigelbig Ooh & Jimmy Wallstreet - Turn The Lights Off.mp3,5.37,M
20 - Game Lil Wayne Tyler The Creator - Martians Vs Goblins.mp3,5.17,M
21 - Redman - Time For Some Aktion.mp3,4.69,M
[Torrent Tracked at MixFiend.com & MixtapeTorrent.com].txt,110,B
Cover.jpg,100.88,K
MixtapeTorrent.com.URL,56,B
Tracklist.txt,850,B
