User Type,Username,Date,Text
,BalleKnalle,2011-08-28T17:34Z,Blaze please help me i cant get this to work. I have the shitrow release. I apply the skidrow crack after it i used this crack but on the start up the game crash for me.
,BalleKnalle,2011-08-28T17:36Z,Blaze help me this crack wont work. I have tryed it with both darksiders and shitrows release. After the install i apply the skidrows crack then this proper crack. After it when i try to run the game the game crash for me.
,antarsan,2011-08-28T17:40Z,Any diffrence between http://thepiratebay.org/torrent/6633744/Deus.Ex.Human.Revolution_Update_v_1.1.622.0 and this one?
[V],blaze69,2011-08-28T17:41Z,"That's Weird , Cuz I Have Both 

SHiTROW Release

&

Deus.EX.Human.Revolution.Augmented.Edition.STEAM.UNLOCKED.WITH BONUS-P2P

And Everything Works Great.

Saved Games
No Crash When Changing Screen Resolution
Mouse Lag Fixed

Beats Me.. This Was Fully Tested On Both Torrents Before I Uploaded It. "
,SteXDudE,2011-08-28T17:43Z,thx
[V],blaze69,2011-08-28T17:43Z,"@ antarsan

Yes. 

I Packed All Files Together

dxhr.exe
steam_api.dll
Steamclient.dll
THEGFW.ini

Instead Of Just The dxhr.exe File.  :)"
,najdosfor,2011-08-28T17:46Z,is this the first update or do i need to install any another update for this to work?
[V],blaze69,2011-08-28T17:57Z,"Confirmed Working Over @KAT

http:
//www
.kat
.ph/deus-ex-human-revolution-update-v-1-1-622-0-t5780200.
html"
,mojonix,2011-08-28T20:08Z,"Using the shitrow game, applying the shitrow patch and then using your crack Blaze the game crashes after clicking on dxhr.

Game runs when I revert back to just the shitrow patch, I guess im confused as to why its not working when I've followed the instructions to a tee."
,Free888,2011-08-28T21:29Z,I think there must be some files (except the 4 included) that are different from blaze and most of us who can't get this to work ...
,thcfreak666,2011-08-28T21:38Z,"Thanks for nothing, after Extracting the Rar file Avira found a Virus. After then i have set avira on Ignore and other File with the same Virus apears. This is Maleware !"
,montanamb,2011-08-28T22:47Z,"I downloaded it,working fine. You don't have to do a crack again. Just copy this files and play. :P"
,DragonF.C.Porto,2011-08-29T01:53Z,thanks
[V],blaze69,2011-08-29T05:45Z,"I Dunno. No mean To Be Rude.. But Seems Like Some Of These Assholes Dunno what The Fuck To Do.. There Is A Damn Description WRITTEN Here And The Cunts rather Not read , Just Hurry Hurry ,, Apply Crack and That's It..  I saw Some Asshole A While Back Copied The ""Deus.Ex.Human.Revolution Update v 1.1.622.0 PROPER.rar"" File To The Game Installation Directory And Expect to workk jeeeezzzz wtf Is Wrong With You.. I'll Post Some Screens... WOW Wtf Has Happeneded To The Pirate Bay ?   Will There Ever Be A ""Vote Ban User"" Button In The Next Future ""?"
