Filename,Size,Unit
"Guld, platina och passion/01 NÃ¤r lÃ¶ven faller (2).wma",2.97,M
"Guld, platina och passion/01 NÃ¤r lÃ¶ven faller.wma",3.65,M
"Guld, platina och passion/02 SÃ¤g mig var du stÃ¥r.wma",3.57,M
"Guld, platina och passion/02 The girl who had everything.wma",4.15,M
"Guld, platina och passion/03 FrÃ¤mling.wma",2.74,M
"Guld, platina och passion/03 IÂ´ll live.wma",4.35,M
"Guld, platina och passion/04 Mickey.wma",2.79,M
"Guld, platina och passion/05 Liv.wma",3.77,M
"Guld, platina och passion/06 Gloria.wma",4.11,M
"Guld, platina och passion/07 Tommy tycker om mig.wma",3.6,M
"Guld, platina och passion/07 You light up my life.wma",4.3,M
"Guld, platina och passion/08 Det regnar i Stockholm.wma",3.73,M
"Guld, platina och passion/08 Save the children.wma",4.36,M
"Guld, platina och passion/09 Tokyo.wma",3.54,M
"Guld, platina och passion/10 We will stand.wma",3.29,M
"Guld, platina och passion/10 Ãnnu en dag.wma",4.22,M
"Guld, platina och passion/11 PÃ¥egna ben.wma",3.77,M
"Guld, platina och passion/11 SÃ¥ lÃ¤nge jag lever.wma",4.57,M
"Guld, platina och passion/12 Hunger.wma",4.47,M
"Guld, platina och passion/13 The Runaway.wma",4.55,M
"Guld, platina och passion/14 Brand New Heart.wma",3.37,M
"Guld, platina och passion/14 Sanna vÃ¤nner.wma",4.29,M
"Guld, platina och passion/15 Radiate.wma",3.06,M
"Guld, platina och passion/15 The sound of music.wma",3.02,M
"Guld, platina och passion/16 Mitt i ett Ã¤ventyr.wma",3.36,M
"Guld, platina och passion/17 All The Reasons To Live.wma",4.3,M
