Filename,Size,Unit
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/Artwork/RATM - Evil Empire (back).jpg,456.78,K
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/Artwork/RATM - Evil Empire (front).jpg,537.75,K
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/Artwork/RATM - Evil Empire (label_A).jpg,532.32,K
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/Artwork/RATM - Evil Empire (label_B).jpg,536.63,K
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/Artwork/RATM - Evil Empire (post).jpg,106.98,K
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/Artwork/RATM - Evil Empire (sleeve_1).jpg,1.13,M
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/Artwork/RATM - Evil Empire (sleeve_2).jpg,877.61,K
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/Notes/Info.txt,604,B
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/Notes/Rage Against The Machine - Evil Empire [Music On Vinyl 180g LP] 24-bit-96kHz.txt,3.09,K
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/Notes/Rage Against The Machine - Evil Empire.cue,1.24,K
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/Notes/Rage Against The Machine - Evil Empire.m3u,263,B
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/A1 - People of the Sun.flac,52.96,M
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/A2 - Bulls on Parade.flac,82.05,M
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/A3 - Vietnow.flac,98.34,M
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/A4 - Revolver.flac,112.01,M
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/A5 - Snakecharmer.flac,82.29,M
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/B1 - Tire Me.flac,64.42,M
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/B2 - Down Rodeo.flac,115.28,M
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/B3 - Without a Face.flac,76.01,M
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/B4 - Wind Below.flac,120.72,M
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/B5 - Roll Right.flac,92.83,M
Evil Empire (1996) [FLAC] {Music On Vinyl 180g; 24-96}/B6 - Year of tha Boomerang.flac,83.82,M
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/Artwork/RATM - RATM (back).jpg,742.53,K
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/Artwork/RATM - RATM (front).jpg,892.03,K
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/Artwork/RATM - RATM (label_A).jpg,918.36,K
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/Artwork/RATM - RATM (label_B).jpg,537.89,K
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/Artwork/RATM - RATM (sleeve_1).jpg,755.74,K
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/Artwork/RATM - RATM (sleeve_2).jpg,828.54,K
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/Notes/Info.txt,604,B
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/Notes/Rage Against The Machine - 1st.cue,1.2,K
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/Notes/Rage Against The Machine - 1st.m3u,266,B
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/Notes/Rage Against The Machine - selftitled debut [Original 1st press LP] 24-bit-96kHz.txt,3.81,K
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/A1 - Bombtrack.flac,86.45,M
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/A2 - Killing in the Name.flac,113.05,M
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/A3 - Take the Power Back.flac,117.52,M
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/A4 - Settle for Nothing.flac,96.39,M
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/A5 - Bullet in the Head.flac,109.78,M
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/B1 - Know Your Enemy.flac,103.32,M
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/B2 - Wake Up.flac,128.89,M
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/B3 - Fistful of Steel.flac,114.71,M
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/B4 - Township Rebellion.flac,112.31,M
Rage Against The Machine (1992) [FLAC] {Epic LP; 24-96}/B5 - Freedom.flac,126.73,M
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/Artwork/RATM - Renegades (back).jpg,533.4,K
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/Artwork/RATM - Renegades (front).jpg,438.49,K
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/Artwork/RATM - Renegades (label_A).jpg,607.64,K
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/Artwork/RATM - Renegades (label_B).jpg,521.3,K
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/Artwork/RATM - Renegades (post).jpg,201.67,K
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/Artwork/RATM - Renegades (sleeve_1).jpg,659.56,K
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/Artwork/RATM - Renegades (sleeve_2).jpg,519.46,K
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/Notes/dr.txt,1.31,K
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/Notes/Info.txt,761,B
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/Notes/Rage Against The Machine - Renegades [Music on Vinyl 180g LP] 24bit-96kHz.txt,5.6,K
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/Notes/RATM - Renegades.cue,1.46,K
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/Notes/RATM - Renegades.m3u,344,B
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/A1 - Microphone Fiend.flac,104.91,M
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/A2 - Pistol Grip Pump.flac,70.74,M
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/A3 - Kick Out the Jams.flac,68.5,M
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/A4 - Renegades of Funk.flac,97.03,M
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/A5 - Beautiful World.flac,45.78,M
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/A6 - I'm Housin'.flac,101.97,M
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/B1 - In My Eyes.flac,62.2,M
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/B2 - How I Could Just Kill a Man.flac,86.4,M
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/B3 - The Ghost of Tom Joad.flac,119.02,M
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/B4 - Down on the Street.flac,75.77,M
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/B5 - Street Fighting Man.flac,104.46,M
Renegades (2000) [FLAC] {Music on Vinyl 180g; 24-96}/B6 - Maggie's Farm.flac,143.61,M
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/Artwork/RATM - Battle of LA (back).jpg,503.23,K
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/Artwork/RATM - Battle of LA (front).jpg,611.23,K
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/Artwork/RATM - Battle of LA (label_A).jpg,641.24,K
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/Artwork/RATM - Battle of LA (label_B).jpg,681.68,K
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/Artwork/RATM - Battle of LA (post).jpg,622.53,K
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/Artwork/RATM - Battle of LA (sleeve_1).jpg,690.78,K
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/Artwork/RATM - Battle of LA (sleeve_2).jpg,920.41,K
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/Notes/Info.txt,633,B
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/Notes/Rage Against The Machine - The Battle of Los Angeles.txt,4.55,K
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/Notes/RATM - The Battle of Los Angeles.cue,1.43,K
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/Notes/RATM - The Battle of Los Angeles.m3u,329,B
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/A1 - Testify.flac,74.97,M
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/A2 - Guerrilla Radio.flac,73.55,M
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/A3 - Calm Like a Bomb.flac,106.43,M
The Battle of Los Angeles (1999) [FLAC] {MOV 180g; 24-96}/A4 - Mic Check.flac,72.18,M
