User Type,Username,Date,Text
[S],velvet.,2011-08-22T10:15Z,Enjoy your pink skull.
,simon200,2011-08-22T10:26Z,congrates on the skull 
,richardpa,2011-08-22T16:44Z,"http://www.imdb.com/title/tt1517489/

congrates on the pink skull...Erik"
[V],.BONE.,2011-08-22T17:07Z,out of sync
[H],manhide,2011-08-22T17:32Z,screen are not working.........
,thejennylady,2011-08-22T18:39Z,"A: 6 goes static on an off throughout the film
V: 7 bit blurry still watchable

good movie, my kids and I laughed alot.."
,Alex12396,2011-08-22T19:08Z,why are people uploadin dis b.s. can someone PLEASE upload the art of getting by? please
,Ndalu007,2011-08-22T21:58Z,@Alex12396 fuck you go watch the movie in the cinema if u call this b.s......ur bullshit
,wardy1969,2011-08-23T02:07Z,this is the first time i have ever given back bad feedback but i have to say V=4 wobbly in parts A=2 after a while you can't make out what they are saying ..thank you anyway but i will wait for another one 
,archiefrost999,2011-08-23T16:20Z,what do the skulls mean cas theres diff colours?
,clloyd3182,2011-08-24T03:07Z,"pink = trusted,  green =vip, if you hold mouse over skull it tells you what it means."
,Puma__84,2011-08-27T02:19Z,"Thanks, Have longed for this. looks good quality =)"
,anjandk,2011-08-30T16:53Z,can any one upload these movie in blueray.....please
,samsungyouwon,2011-10-05T23:40Z,congrats on the skull!!!!!
,d_campbell30,2011-10-06T13:13Z,"Thanks for your efforts, but for others, the quality is not good. Voice is out of sync in places, blurry visuals, people walking past and audio at times is inaudible. Hard to watch, even for the kids, which is saying something! Wait for DVD or better upload :)"
