User Type,Username,Date,Text
,euphoria4949,2011-05-10T06:49Z,"Its crazy they cancelled this series, it was one of the most popular TV series on TPB and on a lot of other torrent sites too, every episode getting 15'000+ leeches within hours of its upload!
I never even liked any of the Stargate's series until this one lol. Gonna miss it big time now :-(

SG-U ""R.I.P"" "
,mavrick-ace,2011-05-10T07:18Z,"this is the real deal-BYE SGU,The Movie also has been canelled :( 
Read it all at, http://en.wikipedia.org/wiki/Stargate_Universe"
,tompaxo,2011-05-10T08:36Z,I watched the other series alittle and thi was by far the best. They always cut the god show. Cheer eztv
,shayweis,2011-05-10T09:20Z,"the cancellation of this show, shows us all what happened when you let a first grader run a network. but lets face it, tv is not about quality anymore, or about the show's ability to tell a story. its about the money. and with that attitude, i see no reason to keep on following this network's shows. whats the point if they'll cancel it before it even began?"
,farscape33,2011-05-10T09:26Z,Waarom ?????? het was een van de beste tv shows 
,bayobar,2011-05-10T10:42Z,i agree with euphoria4949. really dont understand why they quit the best tv show ever.... im thinking of making some petition...youre in???
,pcsinfo,2011-05-10T10:51Z,Another broken tracker forcing me to go to other p2p site
,Lexi_mus,2011-05-10T11:21Z,"I don't understand why they cancel a show just when it is getting good... I agree the show started of a bit slow, but it needed to for character development. I think the powers that be are fucking retarded and are cancelling something with a lot of potential. I hope they choke on their late's "
,apbsommer,2011-05-10T11:37Z,"In 7 hours this episode has >13,000 seeds. Perhaps syfy should reevaluate the interest this show has generated. Or another station can pick up the rights and syfy can continue to embarrass themselves with new episodes of wwe smackdown."
,.Mystery.,2011-05-10T12:25Z,"For everyone basing their conclusions of why this show gets so much hype on TPB yet wonder why SyFy cancelled the show you misunderstood some key factors. 
A blogger pointed out one of the reason SGU was doing poorly was because it's target audience was the much younger much more tech savvy demographic. Since so many users (Like me and you. Yes, you) rather pirating the show to the alternative of waiting for it to come on TV or simply to avoid advertising or for what ever reason, TV ratings (The ones that matter in making money) drop considerably. 

Pirating is a powerful medium, i would be both a hypocrite and an idiot to demand you stop doing it but if you enjoy something, buy it (Err, watch it).   

Also i hate to be the one that ruins everything (Everything...) But the show wan cancelled what like 6 months ago, the staff and crew have been released of their contracts (I believe one of the actors said this themselves) in order to get them all back is quite close to impossible, i guess they could write it in for spoiler-us reasons.   "
,WileyAnon,2011-05-10T12:29Z,"Sad to see SGU end. Having watched and loved SG1 & Stargate Atlantis, I looked forward to SGU starting, but I was in the beginning a little put off by it's slow start. Seemed like it was destined to become another ""Eastenders in Space"" style of show, much like what happened with BSG.

Then, then, it picked up and got very interesting, and yes, along with Fringe, is, or was, one of the best shows on TV currently.

I suppose, being a show that attracts geeks, who will download instead of watching on TV, we may have actually contributed to it's demise by downloading, instead of viewing on-air to generate audience numbers...

At any rate, RIP SGU, you will be missed."
,WileyAnon,2011-05-10T12:31Z,"@.Mystery

Damn... hivemind! Totally agree with you."
,vteccer666,2011-05-10T13:08Z,"at least they still left it as  a possible comeback at some point so there is always hope , goodnight SGU , hope to see you return one day "
,jerr07,2011-05-10T14:01Z,Thanks EZTV...4rm Fiji !
,zingo_punkbuzter,2011-05-10T15:57Z,"Shit... so this is the end?
I don't think so... This series was about getting the ship to a place beyond everything we call ""space"". They didn't reach their destination.. which i thought they would give us as this would be the last one. but no... they didn't. i don't think this is the end. just like many other shows that says they are gonna quit, but they come back.
They just say it to make the ""comeback"" even bigger.
That's what hope anyway...
I remember... The first Stargate movies. It was awsome!

Here i give you the links to the movies that has been made since 1994 ( non-series )


http://thepiratebay.org/torrent/4625847/Stargate%5B1994%5DDVDRip%5BAC3-5.1%5D-tots

http://thepiratebay.org/torrent/5833824/Stargate.Continuum.2008.x264.AC3-WAF

http://thepiratebay.org/torrent/4973100/Stargate_The_Ark_Of_Truth_2008_BRRip_XviD_AC3-FLAWL3SS_BOZX"
,parareflex,2011-05-10T17:53Z,"You really wanna know why they cancelled this?
Yes views but they are counting it from their channel not piratebay from where they earn no profit than a simple thanks.

If you really like it...you should have got syfy and watched it from their channel.

Though i'm not a perfect example(dl'd all the episodes)

But the fact is i have syfy but it's some russian crap that is showing season 1 so nowhere near the season 2.But i watch season 1 there"
,brdavs,2011-05-10T19:43Z,"One has to point out that a lot of ""pirating"" of shows is going on by people that dont have access to syfi even if they wanted to subscribe. 

Atleast thats the case in my country. Chanel not available on iptv or cable (not sure how the satelite situation is) so pirating is the only possible way."
,Toblehorde,2011-05-10T20:27Z,"Stupid
You
Fuck
You"
