Filename,Size,Unit
"Durant - The Story of Civilization; Part I, Our Oriental Heritage (1954).djvu",38.99,M
"Durant - The Story of Civilization; Part IV, The Age of Faith (1950).djvu",35.64,M
"Durant - The Story of Civilization; Part VI, The Reformation (1957).djvu",34.93,M
"Durant - The Story of Civilization; Part X, The Age of Rousseau and Revolution (1967).djvu",32.62,M
"Durant - The Story of Civilization; Part II, The Life of Greece (1939).djvu",30.07,M
"Durant - The Story of Civilization; Part IX, The Age of Voltaire (1965).djvu",27.8,M
"Durant - The Story of Civilization; Part VIII, The Age of Louis XIV (1963).djvu",27.35,M
"Durant - The Story of Civilization; Part XI, The Age of Napoleon (1975).djvu",25.43,M
"Durant - The Story of Civilization; Part VII, The Age of Reason Begins (1961).djvu",25.1,M
"Durant - The Story of Civilization; Part V, The Renaissance (1953).djvu",23.4,M
"Durant - The Story of Civilization; Part III, Caesar and Christ (1944).djvu",22.97,M
