Filename,Size,Unit
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/Artwork/Super Session (back).jpg",993.83,K
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/Artwork/Super Session (front).jpg",812.48,K
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/Artwork/Super Session (label_A).jpg",407.26,K
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/Artwork/Super Session (label_B).jpg",395.85,K
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/A1 - Albert's Shuffle.flac",136.08,M
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/A2 - Stop.flac",86.53,M
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/A3 - Man's Temptation.flac",67.38,M
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/A4 - His Holy Modal Majesty.flac",179.47,M
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/A5 - Really.flac",104.22,M
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/B1 - It Takes A Lot to Laugh, It Takes A Train to Cry.flac",68.65,M
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/B2 - Season of the Witch.flac",213.2,M
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/B3 - You Don't Love Me.flac",83.2,M
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/B4 - Harvey's Tune.flac",38.98,M
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/dr.txt",1.2,K
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/Info.txt",794,B
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/Nowy dokument tekstowy.txt",934,B
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/Super Session.cue",1.19,K
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/Super Session.m3u",269,B
"Bloomfield, Kooper, Stills - Super Session (1968) [flac] {MFSL 1-178; HiRes}/x.jpeg",16.93,K
