User Type,Username,Date,Text
,wal0000,2011-05-28T20:11Z,"Hey RmD

Awesome quality!

V:10

A:10

U doin some g8 work

keep it up bud :)

THX!! "
,testvcash,2011-05-30T04:26Z,"Please Please Please upload ""The Outsiders 1983"" it's a classic movie.

http://en.wikipedia.org/wiki/The_Outsiders_(film)"
[V],loverulz,2011-05-31T02:21Z,thxxxxxxxxxxxxxxx
,jamzkie,2011-06-03T08:24Z,"how about brrip of AntiChrist Uncut?
http://thepiratebay.org/torrent/6208639/Antichrist.Criterion.UNCUT.Edition.2009.BluRay.720p.DTS.x264-CHD"
,hcillus,2011-06-04T06:58Z,"@RajMahal
Thanks a ton for great uploads. We can blindly download your torrents. If possible can you try ""Assasins"" (1995- Antony Bandras and Stallion) Thanks in advance.
Mohan"
,misterlim,2011-06-14T07:17Z,"Hey RmD, how come you haven't been releasing any movies recently? I've had to find alternative releases to download."
,interpudlian,2011-06-15T21:57Z,"Yes Mr. RajMahal, are you on holidays? :-)
We're waiting for your return!"
[T],zingooo,2011-06-18T13:10Z,"comon  raj-mahal i chek every day if u have the newest beautiful uploads.,your last upload 05.28,today 06.18 ?!!!"
[V],RajMahal,2011-06-20T17:02Z,"Sorry fellas..
On a break for abt 17 months..got to concentrate on my studies for now.
See ya all soon :)"
,Ryankleynhans,2011-06-23T18:53Z,"17 MONTHS!!!! MY LIFE IS RUINED!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 

I STILL LOVE YOU THO!!!!"
,Hdavila,2011-07-16T08:51Z,"Dood!!! I miss you man...!

you can't leave like this... Blue Crush 2??

C'mon... Give us a real movie before leaving

thanks for all the uploads... 

will be right here waiting for you...!"
,cookiie,2011-10-09T02:56Z,"hi i love the quality of your movies that you have downloaded. i was just wondering if you can download sarafina please.

thank u"
,babybluetits24,2011-11-10T16:28Z,http://www.imdb.com/title/tt1630626/
