Filename,Size,Unit
01 - Introbra.mp3,3.19,M
02 - Bring It Back.mp3,5.34,M
03 - Gold Cobra.mp3,9.01,M
04 - Shark Attack.mp3,7.97,M
05 - Get A Life.mp3,11.33,M
06 - Shotgun.mp3,10.5,M
07 - Douche Bag.mp3,8.55,M
08 - Walking Away.mp3,10.98,M
09 - Loser.mp3,11.3,M
10 - Autotunage.mp3,11.55,M
11 - 90.2.10.mp3,9.93,M
12 - Why Try.mp3,6.64,M
13 - Killer In You.mp3,8.73,M
14 - Back Porch.mp3,7.77,M
15 - My Own Cobain.mp3,8.49,M
16 - Angels.mp3,7.89,M
AlbumArtSmall.jpg,2.78,K
AlbumArt_{08C70D11-654D-42F3-A626-6A9C9E0BE19C}_Small.jpg,2.59,K
AlbumArt_{4C31F41C-8317-447D-B8D2-57254AAC2D0D}_Large.jpg,12.41,K
AlbumArt_{4C31F41C-8317-447D-B8D2-57254AAC2D0D}_Small.jpg,2.78,K
Folder.jpg,12.41,K
desktop.ini,328,B
