User Type,Username,Date,Text
,FRivera,2012-05-27T22:49Z,"mishhh you're amazing, thanks for sharing."
e Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed!  Please Seed!

Seeding is our duty, just like it is our duty to our family and country!!! 
Seeding is our duty, just like it is our duty to our family and country!!!
Seeding is our duty, just like it is our duty to our family and country!!! 
Seeding is our duty, just like it is our duty to our family and country!!!
Seeding is our duty, just like it is our duty to our family and country!!! 
Seeding is our duty, just like it is our duty to our family and country!!!
Seeding is our duty, just like it is our duty to our family and country!!! 
Seeding is our duty, just like it is our duty to our family and country!!!

Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed! Please Seed!  Please Seed!  Please Seed!  Please Seed!  Please Seed!

Seeding is our duty, just like it is our duty to our family and country!!! 
Seeding is our duty, just like it is our duty to our family and country!!!
Seeding is our duty, just like it is our duty to our family and country!!! 
Seeding is our duty, just like it is our duty to our family and country!!!
Seeding is our duty, just like it is our duty to our family and country!!! 
Seeding is our duty, just like it is our duty to our family and country!!!
Seeding is our duty, just like it is our duty to our family and country!!! 
Seeding is our duty, just like it is our duty to our family and country!!!"
