User Type,Username,Date,Text
,b1gk,2011-10-03T08:22Z,"works great
A/V-10"
,kpreetham,2011-10-03T09:43Z,is it kickass
,billylopez,2011-10-03T14:36Z,so so soooo glad to see you back MrKickASS
,thoughts,2011-10-03T20:15Z,good to see u............
,tony419,2011-10-04T19:45Z,"""we are the world, we are the children"" *singin peace music coz kickass is back*"
,imjustwow,2011-10-04T20:26Z,"Thank you very much!

http://www.imdb.com/title/tt1396218/"
,HardKn0ckLife84,2011-10-05T07:07Z,Thanks alot bro......I've been wonderin when i was gonna be able to get sum quality movies again.
,Grapeflavouredpop,2011-10-16T21:38Z,"Wow Great Quality 
A-10
V-10
Thanks for the upload"
,Knez84,2011-12-22T22:06Z,Thank you very much! You are the best! AV 10/10
,nymphoses,2011-12-23T10:52Z,"Fucking Kickass, I downloaded many torrents of you and I seeded each and every one of them even though my plan is limited and a slow one, but where the fuck are you? moved to direct links, don't you know that direct links sucks infront of the p2p sharing, you encoded many films during this period, then what is your fucking problem to upload them as torrents? Here we clearly missing you and your torrents but you don't give a shit to our feelings, This so called YIFY had taken over your place and uploading many torrents but they are not good as yours.
So comeback and upload torrents, any way your direct link site sucks (don't you understand that maximum # of torrent downloaders can't afford direct links?). So stop saying that direct link is free, safe and fast. JUST GOT EMOTIONAL, SORRY"
