User Type,Username,Date,Text
,ANF95,2012-02-08T03:53Z,"please help i did EVERY thing in the read me and when i try to run the app it tells me InI cannot be found please re install, what do i do?!?!!?"
m czech.v3 -> skyrim czech.v5
 skyrim english.v3 -> skyrim english.v4
 skyrim exe.v2 -> skyrim exe.v4
 skyrim french.v3 -> skyrim french.v4
 skyrim german.v3 -> skyrim german.v4
 skyrim italian.v3 -> skyrim italian.v4
 skyrim polish.v4 -> skyrim polish.v6
 skyrim russian.v3 -> skyrim russian.v5
 skyrim spanish.v3 -> skyrim spanish.v4
 remove Crack directory and rehash in torrent client."
