User Type,Username,Date,Text
,jakcreed,2011-10-24T05:29Z,I was just considering grabbing this from Demonoid. Glad i doublechecked here
[T],MrDowntown,2011-10-24T05:35Z,"You'd betray the coven of the Pirate? 

LOL"
,unnim2,2011-10-24T06:10Z,Thanks tons. 
,SINpatria,2011-10-24T06:29Z,great description
,fishcow,2011-10-24T06:51Z,"too bad it's fucking garbage.

frank miller isn't really capable of a level of cultural insight above caveman. lol."
,Lyxnman,2011-10-24T09:09Z,When you consider this was first annouced(and probably written) soon after 2001 potlical insight has changed a lot as well as views of the enemies of the west.
[V],mirrormaster82,2011-10-24T13:24Z,"I was planning on uploading this shit yesterday,but TPB was fucked and upload didn't work..."
[T],wowcabbage,2011-10-24T14:03Z,Yeah i tried doing the same thing mirrormaster. I waited 2 hours then gave up and went to bed. The pirate bay really pisses me off sometimes.
[V],GunningHawk90,2011-10-24T18:17Z,"Thanks for the upload man, but what a terrible terrible graphic novel :("
[T],MrDowntown,2011-10-24T21:50Z,"Just it looked like shit, but knew people would want it. Yeah this was my 12th or so time trying to up it."
,kidIcthus,2011-10-25T18:07Z,THANK YOU!  I've  been trying to find this since the release day.  AWESOME!
