User Type,Username,Date,Text
[T],Hornigold,2011-06-13T23:07Z,Sorry for the wrong plotlines. Those were from EP08. My apoligies.
,jojo_66,2011-06-13T23:29Z,Super!! Bedankt voor de upload.
,Ichthus,2011-06-14T06:58Z,Bedankt!
,cdrk,2011-06-14T13:48Z,Bedankt weer voor deze super upload met subtitelings. Helaas zit dit seizoen er alweer bijna op =/
,micd33,2011-06-14T19:16Z,bedankt..mooie serie
,DriverAus,2011-06-15T18:46Z,Svensk text: http://www.undertexter.se/?p=serier&id=291&order=desc
,GEORG12,2011-06-15T22:06Z,bedankt voor Game of Thrones groetjes georg
,Starce40,2011-06-18T07:48Z,"Thankyou Hornigold TBS, and much appreciated for the previous 8 episodes

starce"
,jafr,2011-06-24T21:37Z,bedankt
,lilith2002,2011-07-09T13:34Z,Bedankt voor deze schitterende serie
