User Type,Username,Date,Text
,longtan,2011-10-10T22:14Z,thanks merzedes
,pennywinterr,2011-10-11T00:28Z,Awesome!  Thanks!
,fbird54,2011-10-11T09:16Z,Thanks!
,jamesthepimp,2011-10-11T11:56Z,"absolutely love Sasha, thanks M"
,slavemalcom,2011-10-11T12:16Z,"This is awesome, thanks Merzedes.  Hope kink are doing more of these!"
,ekarth22,2011-10-11T13:15Z,"Sir Merzedes,
Kindly upload following TSseduction movies

1. Carla Novais, Lukas Leal

http://www.tsseduction.com/site/shoot/4780-Carla-Novais-Lukas-Leal.html?c=1

2. Thays Schiavianato and Allan William

http://www.kinkondemand.com/kod/shoot/4779-Bonus-Update-The-Language-of-Blow-Job.html

thanks in advance!"
,MediaLight,2011-10-11T16:25Z,Thanks!
[V],merzedes,2011-10-11T17:01Z,"""ekarth22 ""  Sorry cant help you  :-)  Cheerz"
,kintu87,2011-10-11T18:53Z,Thanks Merzedes ..)
,joedeab,2011-10-15T08:33Z,Thank you thank you Thankyou!
