User Type,Username,Date,Text
[T],bluecity85,2011-05-25T05:30Z,Bluecity PartyMix Vol. 30 is released! Check it out now!
,hentai66666666,2011-06-05T08:17Z,"damn blue youre my boy blue!!!!you my boy!!!!!



wtf its been aeons since youre last epic album!!!!   da fuk you do to end up in prison btw....-.-'

p.s: if you want i can add you to my msn so we can stay in contact bro....peace and tpb  da place to be!!!!!!!!   oh just so you know its sad but without youre music mixes da webz has been hurtin big time!!!"
,atzzaa,2011-10-14T23:18Z,"Blue the man thank god your back...been missing your mixes!
Keep up the good work!!!!

Peace and respect"
,aznvfgirl,2011-10-22T20:43Z,"Wow you're back! I wondered where you went for so long, how'd you end up in jail! That's surreal. Loving this new album by the way, the mixes are fantastic. The girl in the album art is adorable, do you have the pic in wallpaper format? 
Good to have you back buddy :D"
,ilgenio9,2011-10-24T19:05Z,"brother, when is v31 coming out???"
,hentai66666666,2011-10-30T10:18Z,"same here....a 31 would be mucho appreciated xD

damn youre mixes is like crack you cant get off of it xD"
,ilgenio9,2012-01-15T00:48Z,yoo brotha where da hell are u !?!?!?  hope u are not in prison again!!! u gotta realease v31!! i cant wait!!! 
,sexussex,2012-02-26T12:15Z,seems dead hmmmm....
,russman85,2012-04-08T03:02Z,"Oh HEELLLL YEEEAAHH bluecity is back in the building! I gave up on u long time ago.  looks like im gettin behind in this shit, best start catchin up!! Very very glad to have u back bluecity!!!!"
,ilgenio9,2012-05-09T17:19Z,"Yo bro where da hell are you?! Been 1 year now,  hop that u are ok!! hop u come back soon and drop v31!!!"
