Filename,Size,Unit
00 - front.jpg,10.56,K
01. The Shadows - Apache (2;56).mp3,4.03,M
02. The Shadows - Quartermasters Stories (2;24).mp3,3.3,M
03. The Shadows - Man Of Mystery (2;02).mp3,2.8,M
04. The Shadows - FBI (2;21).mp3,3.24,M
05. The Shadows - The Frightened City (2;22).mp3,3.27,M
06. The Shadows - Kon Tiki (1;54).mp3,2.63,M
07. The Shadows - Shadoogie (2;24).mp3,3.31,M
08. The Shadows - Nivram (3;20).mp3,4.58,M
09. The Shadows - The Savage (2;24).mp3,3.31,M
10. The Shadows - Wonderfull Land (2;06).mp3,2.89,M
11. The Shadows - Guitar Tango (3;00).mp3,4.13,M
12. The Shadows - Little B (5;01).mp3,6.9,M
13. The Shadows - Dance On (2;22).mp3,3.26,M
14. The Shadows - Foot Tapper (2;35).mp3,3.55,M
15. The Shadows - Atlantis (2;47).mp3,3.84,M
16. The Shadows - Shindig (2;18).mp3,3.17,M
17. The Shadows - Geronimo (2;20).mp3,3.21,M
18. The Shadows - Theme For Young Lovers (2;38).mp3,3.63,M
19. The Shadows - The Rise And Fall Of Flingel Bunt (2;46).mp3,3.81,M
20. The Shadows - Dont Make My Baby Blue (2;12).mp3,3.04,M
21. The Shadows - Turn Around And Touch Me (2;55).mp3,4.02,M
22. The Shadows - Let Me Be The One (2;50).mp3,3.9,M
23. The Shadows - Dont Cry For Me Argentina (3;34).mp3,4.91,M
24. The Shadows - Theme From The Deer Hunter (3;26).mp3,4.73,M
25. The Shadows - Song For Duke (4;01).mp3,5.54,M
26. The Shadows - Riders In The Sky (3;38).mp3,5.01,M
27. The Shadows - Equinoxe (4;21).mp3,5.99,M
