User Type,Username,Date,Text
,figglegiggle69,2011-05-17T03:37Z,you're beast. thanks! it works fine. 
,kijuhyde,2011-05-17T04:09Z,THAT WAS SO FAST I AM GONNA DIE!!!! thanks VTV!!! 
,Co2en5,2011-05-17T04:29Z,"legit, awesome

V:10
A:10

also great episode"
,jordanidk,2011-05-17T05:12Z,Best episode in a LONG while. Sad to think it was in the last in the series though. Roll on series 7 I guess. 
,Xerois,2011-05-17T05:40Z,You totally mean season bro.
,7sin,2011-05-17T06:28Z,thanks vtv you are you will the best
,g0dsize,2011-05-17T10:12Z,"Awesome!  Thanks for the upload.

10/10 a/v"
,OG_1337,2011-05-17T13:37Z,Why do we have to wait for season 7?! :'(
,.Mystery.,2011-05-17T15:07Z,"Yay fast download, great video. Thanks VTV!

V:10
A:10"
,cujopasubojica,2011-05-17T16:23Z,Thank you! Fast download as always.
,stepking2,2011-05-17T19:17Z,"Thanks for the upload, awesome quality!"
,TAMISH-ZN,2011-05-17T19:34Z,VTV u my hero!!!!
,DriverAus,2011-05-17T20:34Z,"thx for upload!

English subtitle: http://engsub.net/103716/"
,debakaputite,2011-05-17T21:01Z,"thank you mate, VTV rules !!"
,yogibee,2011-05-18T21:42Z,Many Thanks
,wistfulbliss,2011-05-19T02:52Z,thanks VTV :)
,Mithrava,2011-05-19T13:09Z,Thank you very much!
,cole90,2011-05-25T12:42Z,thx
,amman92,2011-05-27T16:51Z,is this the whole  season 6 ???
,duvasae,2011-05-29T21:18Z,"thanks for all the season 6 episodes you have uploaded.  quality is always excellent!
looking forward to season 7!"
,hoffa1111,2011-06-06T08:24Z,Many Thanks 
,rando606,2011-06-14T01:26Z,"barny noooooooooooooooooooooooooooooooooooooooooooooooooo dont do it!!!!!!!!!!!!!
also great upload thanks"
[V],maximersk,2011-06-21T20:16Z,"Oh Dude

This is Awesome !
You're best ! Thanks 

How did you do that ? Oh God, that's legendary !
You're all americans ?"
,linachristin,2011-07-04T04:15Z,"dude, it took me 3 mins to download this episode.
you rock!

V: 10
A: 10"
,looloo1,2011-08-08T11:34Z,"@amman No

V: 10
A: 10
Great Episode!"
,kingdakar,2011-09-14T12:31Z,"Thanks!
A:10,V:10.
Guys if you liked how i met your mother also check out this new series called friends with benefits. Its pretty funny. Cheers!"
