User Type,Username,Date,Text
,painless888,2011-02-18T22:17Z,"hey wilimaw where is American.Chopper.S07E19??


What the F#*@# dude"
[V],wilimaw,2011-02-18T22:36Z,"@painless888

Episode 18 is this season final episode,that's what TVRAGE sad,i don't know if there will be another season,we must wait and see.

next time please leave a comment in the torren that you are referring to "
,painless888,2011-02-18T23:37Z,"yo thanks for the comment dude. 

OCC rulles!!!"
,painless888,2011-02-19T08:54Z,"Yo dude, the F*#@* show is canceled.
OCC kicked TLC out.

.Orange County Choppers Closes Doors to TLC Cameras, American Chopper Cancelled 
Thursday February 11, 2010"
,sweetkisses69,2011-02-19T15:33Z,"thank you so ,much works like  a charm"
,brianxxx,2011-02-19T15:50Z,"That is a shame about American Choppers. It was starting to get good again! WOW...the lies that little shit Odie told about Junior...what an asshole. He is young and arrogant...needs his ass kicked.


DAZ's loader rules for my virtual machines!"
,beawolf220,2011-02-22T11:02Z,"I tried in Windows 7 Ultimate 64-bit. It works perfect. Do not forget to read ""Read me.txt"" in the torrent."
,forb1dden,2011-02-24T12:25Z,Works with windows 7 ultimate x64 and sp1
,Aimbot69,2011-02-24T16:12Z,"Tried it and still getting ""this copy of windows is not genuine"" a few hours after the install, any ideas?"
[V],wilimaw,2011-02-24T17:07Z,"@Aimbot69

you can ask DAZ to help you here:
http://forums.mydigitallife.info/threads/24901-Current-release-information"
,Aimbot69,2011-02-24T23:08Z,Thank You
,pevermei,2011-02-27T11:58Z,Works fine with W7 Ultimate x64!  It's safe! Dont forget to remove previous version of any crack! See Read-me!  Tks!
,pevermei,2011-02-27T12:00Z,Works fine with W7 Ultimate x64 SP1
,Dino1080p,2011-03-02T16:34Z,this loader is awesome! thanks for share!
,gabmtg,2011-03-14T03:00Z,This loader is great! you guys are awesome..thank you!
,0793101,2011-04-19T00:12Z,"cool, seems to work

Win7 Ultimate 64bit

You're the man DAZ :D"
,rezvia,2011-11-14T13:23Z,Thanks its working..keep up the good work.. +1
