User Type,Username,Date,Text
,richardpa,2011-04-01T21:29Z,nice one extremezone...
,IceDeathBoy,2011-04-01T21:52Z,Thanxs. I love YOUUUU!!!!!!
,pool1976,2011-04-01T22:12Z,you my friend are a fucking legend
,pool1976,2011-04-01T22:16Z,you my friend are a fucking legend
,hootieman,2011-04-01T22:26Z,This the B movie version?
,phoenixnov,2011-04-01T22:27Z,Good job on this one. thx bro
,MadBottox,2011-04-01T23:00Z,"A:?
V:?
someone comment please :)"
,riggsthecat1000,2011-04-01T23:38Z,"No this is not the ""B"" version!  REad the NFO!  Also, apparently it is in sync and has line audio.  Great video quality too."
,delmonty,2011-04-01T23:45Z,This version has buit in audio DRM so it will not play on a ps3 or any blu ray media device.Other than that no problems picture is sweet.
,Moonbootsfc,2011-04-02T00:02Z,"This is Battle: Los Angeles 2011 and not the made for TV

V-8
A-7

bit of a flickering sound but movie is very watcthable.

Thanks for upload extremezone"
,Beermaster213,2011-04-02T00:03Z,Is This a Real r5?
,neven81,2011-04-02T00:14Z,"very nice. thanks a lot, extremezone!"
,richardpa,2011-04-02T01:53Z,"Proper R5 copy and a steady download...
A/9
V/9
Great R5 copy and well worth the download...
To all those people that think this movie is that piece of shit that was on the SyFy channel last month..... It's not!!!   That piece of shit was called Battle FOR Los Angeles, this I can assure you is the real deal.....:):)
@ delmonty... I used ConvertXtoDVD to burn my copy of the movie and the audio was fine playing through my PS3...
Many Thanx to extremezone and IMAGiNE for the Great rip and Thanx to all the seeders for a steady download...:)"
,vinnyg007,2011-04-02T02:06Z,"You make me so happy Extremezone, I have no clue who you are, where you reside, or why you do what you do, but you are a scholar and a gentlemen. Also I'm sure you could kick Chuck Norris's ass. "
,leonard84,2011-04-02T02:43Z,"can't wait to watch this 

http://www.legitonlinejob.tk"
,agathecosta,2011-04-02T02:55Z,"vinnyg007 --> lol, made me laugh thanks"
[T],alexisthebest,2011-04-02T02:56Z,"V:8
A:7

Almost done watching it

Audio could be better but hey, it gets the job done.

It goes out of sync toward the end but just for a small scene and then goes back to normal."
,frode739,2011-04-02T03:01Z,Good job :)
,Aussiestyle1975,2011-04-02T03:04Z,YOU FUKIN LEGEND !!!! AWSOME!!!! FUCK THE COPYWRITERS THERE COCK LIKERS LOL
,lightingbird,2011-04-02T03:13Z,if it good copy i will seed for 2 weeks or more if not a day or 2
,xBSAACHRIS434x,2011-04-02T03:21Z,Thanks for the up!!!
,shaneng25,2011-04-02T04:16Z,at last.yeah ur a legend extremezone :)
,Pyaaku,2011-04-02T05:25Z,thanks
,vincevega3,2011-04-02T06:35Z,"audio and video = 10
sound gets a little funky at 27 minutes in, but it's listenable. then sound goes back to normal at 30 minutes."
,vincevega3,2011-04-02T06:51Z,damn this sucks. im watching it now. sound again gets funked up at 37 minutes in. it comes back at 40 minutes but theres a constant hint of static. audio: 5 or 6.
,shagenie,2011-04-02T07:09Z,SEED SEED SEED THYTE SHIP
,AwesomeOakTree,2011-04-02T07:17Z,"Why is there so many Leechers ""16870""?"
,tehmadcap,2011-04-02T07:26Z,http://www.imdb.com/title/tt1217613/
,violenstsaint,2011-04-02T07:33Z,more seeds please
,kaizerkiller08,2011-04-02T08:22Z,seeeeeeeeed plss!!!!!!share the wealth!!!!
,oxthorn,2011-04-02T10:06Z,"The audio isn't so bad if you switch down to 2.0 or 2.1
Bit of a bummer, it just doesnt upmix very well.

other than that, great copy"
,voidbamboo,2011-04-02T10:11Z,"V: 9
A: 6"
,mhmtyzc,2011-04-02T11:24Z,"no matter the audio or video 
movie is a piece of shit"
,CaCnZ,2011-04-02T11:24Z,A6 V9 liked the movie
,quank861,2011-04-02T12:37Z,"ok copy,but the movie is kinda fuckin shit ...maybe if you're an american you might like the soldiers cry stories but c'mon there is no storyline in this.."
,Just4funak2,2011-04-02T12:39Z,"V/9
A/6

Awesome movie. the video it so good that you forget any small audio problems. extremely worth the download"
,kartungg,2011-04-02T13:32Z,"A/V 8/9

This is a nice R5 rip, definitely worth downloading.

Cheers to extremezone and IMAGiNE for the nice rip"
,andyglass,2011-04-02T13:45Z,Can u play this on PS3? without that stupid message coming up ...re some fucking player?
,roy_thetaz,2011-04-02T14:14Z,"for an R5,its not very good.i give it a 4 out of 10"
,paws6,2011-04-02T15:11Z,this movie is fucking awesome and no am not form the us and if you don't like it you're a retard
,paws6,2011-04-02T15:13Z,this movie is fucking awesome and if you don't like it you're a retard and no am not from the us
,skibbeb,2011-04-02T15:31Z,The worst movie I've seen in recent memory.  Save yourself from a couple hours and don't even bother.
,xBSAACHRIS434x,2011-04-02T15:50Z,"V9 A9 M8 Looks just like a dvdrip!! 
I had no probs with audio like others have said and my speaker setup is 2.1

Thanks for the up extremezone!!"
,skeptic4all,2011-04-02T15:52Z,A 8   V 8    Great download. Great Job. 
,UsRKrAx,2011-04-02T16:08Z,"Awesome Upload even through MediaPlayer its smooth, and the sound is in sync so thats the main thing
(for a R5)
V:10
A:8

Nice one Extremezone"
,l00kers,2011-04-02T17:11Z,"REAL sample:


http://pft.bz/3"
,naldex,2011-04-02T18:00Z,"v: 8
a: 7
m: ?"
,saneiziii,2011-04-02T18:24Z,"This IS the Battle Invasion: Los Angeles

NOT The documentary shit called Battle OF Los Angeles.

10/10. Thanks IMAGiNE and extremezone!"
[T],minifrepper,2011-04-02T18:41Z,"This is not DvD-rip ? Well then I dont understand, because it have to be. Good dvd quality also.
Thank you very much "
