Filename,Size,Unit
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/01 Tom Petty & the Heartbreakers - Breakdown.flac",16.52,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/02 Tom Petty & the Heartbreakers - American Girl.flac",25.8,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/03 Tom Petty & the Heartbreakers - Hometown Blues.flac",14.14,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/04 Tom Petty & the Heartbreakers - The Wild One, Forever.flac",19.85,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/05 Tom Petty & the Heartbreakers - I Need to Know.flac",18.08,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/06 Tom Petty & the Heartbreakers - Listen to Her Heart.flac",22.37,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/07 Tom Petty & the Heartbreakers - Too Much Ain't Enough.flac",20.21,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/08 Tom Petty & the Heartbreakers - Refugee.flac",23.92,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/09 Tom Petty & the Heartbreakers - Here Comes My Girl.flac",30,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/10 Tom Petty & the Heartbreakers - Don't Do Me Like That.flac",19.2,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/11 Tom Petty & the Heartbreakers - Even the Losers.flac",28.55,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/12 Tom Petty & the Heartbreakers - The Waiting.flac",28.35,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/13 Tom Petty & the Heartbreakers - A Woman in Love (It's Not Me).flac",28.49,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/14 Tom Petty & the Heartbreakers - Stop Draggin' My Heart Around.flac",27.18,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/15 Tom Petty & the Heartbreakers - You Got Lucky.flac",26.23,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/16 Tom Petty & the Heartbreakers - Straight into Darkness.flac",27.94,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/17 Tom Petty & the Heartbreakers - Change of Heart.flac",24.65,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 1/Folder.jpg",59.24,K
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 2/01 Tom Petty & the Heartbreakers - Rebels.flac",39.55,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 2/02 Tom Petty & the Heartbreakers - Don't Come Around Here No More.flac",38.72,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 2/03 Tom Petty & the Heartbreakers - The Best of Everything.flac",26.84,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 2/04 Tom Petty & the Heartbreakers - So You Want to Be a Rock & Roll Star.flac",27.15,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 2/05 Tom Petty & the Heartbreakers - Jammin' Me.flac",30.49,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 2/06 Tom Petty & the Heartbreakers - It'll All Work Out.flac",21.06,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 2/07 Tom Petty & the Heartbreakers - Love Is a Long Road.flac",30.54,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 2/08 Tom Petty & the Heartbreakers - Free Fallin'.flac",30.44,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 2/09 Tom Petty & the Heartbreakers - Yer So Bad.flac",23.15,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 2/10 Tom Petty & the Heartbreakers - I Won't Back Down.flac",21.64,M
"Tom Petty and The Heartbreakers Anthology [FLAC] pea_soup/Anthology; Through the Years, Disc 2/11 Tom Petty & the Heartbreakers - Runnin' Down a Dream.flac",33.9,M
