Filename,Size,Unit
Steins;Gate - 01.mkv,321.51,M
Steins;Gate - 02.mkv,274.95,M
Steins;Gate - 24.mkv,274.61,M
Steins;Gate - 03.mkv,274.58,M
Steins;Gate - 16.mkv,274.56,M
Steins;Gate - 11.mkv,274.54,M
Steins;Gate - 08.mkv,274.54,M
Steins;Gate - 12.mkv,274.52,M
Steins;Gate - 20.mkv,274.45,M
Steins;Gate - 10.mkv,274.41,M
Steins;Gate - 07.mkv,274.34,M
Steins;Gate - 23.mkv,274.32,M
Steins;Gate - 17.mkv,274.22,M
Steins;Gate - 22.mkv,274.14,M
Steins;Gate - 13.mkv,274.12,M
Steins;Gate - 06.mkv,274.11,M
Steins;Gate - 15.mkv,273.99,M
Steins;Gate - 05.mkv,273.97,M
Steins;Gate - 18.mkv,273.81,M
Steins;Gate - 04.mkv,273.73,M
Steins;Gate - 14.mkv,273.69,M
Steins;Gate - 09.mkv,273.64,M
Steins;Gate - 19.mkv,273.35,M
Steins;Gate - 21.mkv,273.34,M
